cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
1852, 99969, 3, 5, 1, 0.998051, 4126, 2.22786, 9e-05, 1428497
1853, 0, 0, 1, 1, 0.99805, 4126, 2.22666, 9.2e-05, 1429400
1854, 24576, 3, 1, 1, 0.998049, 4129, 2.22708, 8.5e-05, 1429898
1855, 0, 0, 5, 1, 0.998048, 4129, 2.22588, 7.2e-05, 1429964
1856, 96, 3, 0, 1, 0.998047, 4132, 2.22629, 7.2e-05, 1430378
1857, 66144, 3, 4, 1, 0.998046, 4135, 2.22671, 8.7e-05, 1431313
1858, 0, 0, 6, 1, 0.998045, 4135, 2.22551, 8.3e-05, 1432112
1859, 18, 3, 7, 1, 0.998044, 4138, 2.22593, 7.5e-05, 1432644
1860, 534, 3, 5, 1, 0.998043, 4141, 2.22634, 8.6e-05, 1433566
1861, 0, 1, 4, 1, 0.998042, 4142, 2.22569, 9.3e-05, 1434339
1862, 2304, 3, 0, 1, 0.998041, 4145, 2.2261, 8.1e-05, 1434876
1863, 76032, 3, 3, 1, 0.99804, 4148, 2.22652, 7.8e-05, 1435448
1864, 0, 0, 8, 1, 0.998039, 4148, 2.22532, 9.6e-05, 1436357
1865, 513, 3, 7, 1, 0.998038, 4151, 2.22574, 8.9e-05, 1436834
1866, 549, 3, 6, 1, 0.998037, 4154, 2.22615, 8.5e-05, 1437817
1867, 0, 0, 7, 1, 0.998036, 4154, 2.22496, 9.2e-05, 1438614
1868, 2052, 3, 7, 1, 0.998035, 4157, 2.22537, 7.9e-05, 1439049
1869, 0, 0, 0, 1, 0.998034, 4157, 2.22418, 0.000107, 1439202
1870, 66048, 3, 8, 1, 0.998033, 4160, 2.2246, 8.3e-05, 1439657
1871, 66081, 3, 3, 1, 0.998032, 4163, 2.22501, 8.4e-05, 1440581
1872, 0, 1, 3, 1, 0.998031, 4164, 2.22436, 7.1e-05, 1441450
1873, 1056, 3, 3, 1, 0.99803, 4167, 2.22477, 7.8e-05, 1442069
1874, 0, 0, 7, 1, 0.998029, 4167, 2.22359, 7.1e-05, 1442189
1875, 132, 3, 4, 1, 0.998028, 4170, 2.224, 7.5e-05, 1442564
1876, 131460, 3, 5, 1, 0.998027, 4173, 2.22441, 6.9e-05, 1442642
1877, 0, 0, 2, 1, 0.998026, 4173, 2.22323, 8.2e-05, 1443464
1878, 4098, 3, 7, 1, 0.998025, 4176, 2.22364, 8.6e-05, 1443969
1879, 4134, 3, 6, 1, 0.998024, 4179, 2.22406, 6.8e-05, 1444060
1880, 0, 0, 5, 1, 0.998023, 4179, 2.22287, 0.00011, 1444795
1881, 66, 3, 8, 1, 0.998022, 4182, 2.22329, 8.9e-05, 1445290
1882, 0, 0, 2, 1, 0.998021, 4182, 2.2221, 9.6e-05, 1446039
1883, 4128, 3, 3, 1, 0.99802, 4185, 2.22252, 7.3e-05, 1446441
1884, 5280, 3, 6, 1, 0.998019, 4188, 2.22293, 6.6e-05, 1446546
1885, 0, 0, 0, 1, 0.998018, 4188, 2.22175, 6.7e-05, 1446546
1886, 67584, 3, 8, 1, 0.998017, 4191, 2.22216, 8.1e-05, 1446995
1887, 67617, 3, 1, 1, 0.998016, 4194, 2.22258, 7.6e-05, 1447113
1888, 84009, 3, 4, 1, 0.998015, 4197, 2.22299, 8.9e-05, 1448106
1889, 0, 5, 7, 1, 0.998014, 4202, 2.22446, 8.3e-05, 1449073
1890, 131076, 3, 4, 1, 0.998013, 4205, 2.22487, 8.5e-05, 1449597
1891, 164100, 3, 6, 1, 0.998012, 4208, 2.22528, 7.6e-05, 1450551
1892, 164244, 3, 2, 1, 0.998011, 4211, 2.22569, 8e-05, 1451574
1893, 0, 5, 0, 1, 0.99801, 4216, 2.22715, 7.9e-05, 1452486
1894, 65664, 3, 6, 1, 0.998009, 4219, 2.22756, 9.7e-05, 1453048
1895, 67728, 3, 0, 1, 0.998008, 4222, 2.22797, 7.5e-05, 1453469
1896, 0, 0, 3, 1, 0.998007, 4222, 2.22679, 8.4e-05, 1454293
1897, 33792, 3, 1, 1, 0.998006, 4225, 2.2272, 0.000107, 1454752
1898, 0, 0, 6, 1, 0.998005, 4225, 2.22603, 8e-05, 1455573
1899, 18, 3, 1, 1, 0.998004, 4228, 2.22643, 8.7e-05, 1455993
1900, 16530, 3, 3, 1, 0.998003, 4231, 2.22684, 9.2e-05, 1456956
1901, 148626, 3, 0, 1, 0.998002, 4234, 2.22725, 7.5e-05, 1457911
1902, 0, 0, 7, 1, 0.998001, 4234, 2.22608, 7.9e-05, 1458711
1903, 6, 3, 2, 1, 0.998, 4237, 2.22648, 9.1e-05, 1459162
1904, 4134, 3, 3, 1, 0.997999, 4240, 2.22689, 8.8e-05, 1459762
1905, 136230, 3, 4, 1, 0.997998, 4243, 2.2273, 8.1e-05, 1460734
1906, 169254, 3, 5, 1, 0.997997, 4246, 2.2277, 7.6e-05, 1461726
1907, 0, 5, 8, 1, 0.997996, 4251, 2.22916, 8.4e-05, 1462586
1908, 8193, 3, 2, 1, 0.997995, 4254, 2.22956, 7.6e-05, 1463157
1909, 0, 0, 8, 1, 0.997994, 4254, 2.22839, 7.5e-05, 1463310
1910, 131073, 3, 2, 1, 0.997993, 4257, 2.2288, 8e-05, 1463310
1911, 137217, 3, 8, 1, 0.997992, 4260, 2.2292, 7.2e-05, 1463687
1912, 0, 0, 6, 1, 0.997991, 4260, 2.22803, 9e-05, 1464498
1913, 24, 3, 4, 1, 0.99799, 4263, 2.22844, 7.9e-05, 1465070
1914, 131352, 3, 8, 1, 0.997989, 4266, 2.22884, 7.4e-05, 1465175
1915, 133401, 3, 6, 1, 0.997988, 4269, 2.22924, 9.4e-05, 1466172
1916, 0, 0, 2, 1, 0.997987, 4269, 2.22808, 8.4e-05, 1467015
1917, 4608, 3, 2, 1, 0.997986, 4272, 2.22848, 0.0001, 1467477
1918, 0, 0, 5, 1, 0.997985, 4272, 2.22732, 6.7e-05, 1467582
1919, 32832, 3, 2, 1, 0.997984, 4275, 2.22772, 9.1e-05, 1467952
1920, 168000, 3, 4, 1, 0.997983, 4278, 2.22812, 7e-05, 1468043
1921, 168264, 3, 4, 1, 0.997982, 4281, 2.22853, 8.2e-05, 1469051
1922, 0, 0, 3, 1, 0.997981, 4281, 2.22737, 8.1e-05, 1469919
1923, 33792, 3, 8, 1, 0.99798, 4284, 2.22777, 9e-05, 1470369
1924, 164865, 3, 1, 1, 0.997979, 4287, 2.22817, 7.2e-05, 1470844
1925, 0, 0, 0, 1, 0.997978, 4287, 2.22701, 9e-05, 1471518
1926, 67584, 3, 1, 1, 0.997977, 4290, 2.22741, 8.6e-05, 1472055
1927, 83976, 3, 3, 1, 0.997976, 4293, 2.22782, 8.7e-05, 1472780
1928, 0, 0, 1, 1, 0.997975, 4293, 2.22666, 8.7e-05, 1473633
1929, 16512, 3, 2, 1, 0.997974, 4296, 2.22706, 8.7e-05, 1474151
1930, 20616, 3, 7, 1, 0.997973, 4299, 2.22746, 7.9e-05, 1474862
1931, 0, 0, 1, 1, 0.997972, 4299, 2.22631, 7.9e-05, 1475807
1932, 16386, 3, 1, 1, 0.997971, 4302, 2.22671, 7.9e-05, 1476227
1933, 0, 0, 0, 1, 0.99797, 4302, 2.22556, 8e-05, 1476305
1934, 98304, 3, 3, 1, 0.997969, 4305, 2.22596, 8.3e-05, 1476733
1935, 107520, 3, 1, 1, 0.997968, 4308, 2.22636, 7.1e-05, 1477243
1936, 0, 0, 0, 1, 0.997967, 4308, 2.22521, 0.000105, 1478026
1937, 65664, 3, 5, 1, 0.997966, 4311, 2.22561, 7.6e-05, 1478404
1938, 0, 0, 1, 1, 0.997965, 4311, 2.22446, 7.2e-05, 1478470
1939, 147456, 3, 6, 1, 0.997964, 4314, 2.22486, 7.9e-05, 1478758
1940, 147600, 3, 2, 1, 0.997963, 4317, 2.22526, 7.7e-05, 1479277
1941, 151704, 3, 1, 1, 0.997962, 4320, 2.22566, 8.8e-05, 1479802
1942, 0, 0, 1, 1, 0.997961, 4320, 2.22451, 7.3e-05, 1479857
1943, 16416, 3, 1, 1, 0.99796, 4323, 2.22491, 9.2e-05, 1480127
1944, 0, 0, 4, 0, 0.997959, 4323, 2.22377, 0.388387, 1493621
1945, 264, 3, 5, 1, 0.997958, 4326, 2.22416, 6.4e-05, 1494090
1946, 330, 3, 4, 1, 0.997957, 4329, 2.22456, 6.5e-05, 1494849
1947, 0, 0, 7, 1, 0.997956, 4329, 2.22342, 7e-05, 1495666
1948, 132, 3, 7, 1, 0.997955, 4332, 2.22382, 7.4e-05, 1496071
1949, 0, 0, 4, 1, 0.997954, 4332, 2.22268, 6.8e-05, 1496162
1950, 33024, 3, 3, 1, 0.997953, 4335, 2.22308, 9.4e-05, 1496521
1951, 42240, 3, 6, 1, 0.997952, 4338, 2.22348, 7.7e-05, 1497071
1952, 42258, 3, 7, 1, 0.997951, 4341, 2.22387, 7.6e-05, 1498051
1953, 0, 1, 1, 1, 0.99795, 4342, 2.22325, 7.7e-05, 1499054
1954, 24576, 3, 3, 1, 0.997949, 4345, 2.22364, 8.2e-05, 1499565
1955, 25632, 3, 0, 1, 0.997948, 4348, 2.22404, 8.2e-05, 1500206
1956, 91176, 3, 7, 1, 0.997947, 4351, 2.22444, 8.5e-05, 1501217
1957, 0, 0, 3, 1, 0.997946, 4351, 2.2233, 7.5e-05, 1502120
1958, 1026, 3, 5, 1, 0.997945, 4354, 2.2237, 7.1e-05, 1502651
1959, 1122, 3, 3, 1, 0.997944, 4357, 2.22409, 7.8e-05, 1503292
1960, 0, 0, 3, 1, 0.997943, 4357, 2.22296, 7.7e-05, 1504074
1961, 33792, 3, 2, 1, 0.997942, 4360, 2.22336, 7.4e-05, 1504447
1962, 37896, 3, 5, 1, 0.997941, 4363, 2.22375, 7.7e-05, 1505403
1963, 37962, 3, 7, 1, 0.99794, 4366, 2.22415, 7.4e-05, 1506411
1964, 0, 0, 1, 1, 0.997939, 4366, 2.22301, 8.7e-05, 1507314
1965, 18432, 3, 6, 1, 0.997938, 4369, 2.22341, 8.3e-05, 1507692
1966, 18960, 3, 3, 1, 0.997937, 4372, 2.2238, 7e-05, 1508044
1967, 0, 0, 0, 1, 0.997936, 4372, 2.22267, 8.2e-05, 1508914
1968, 65538, 3, 6, 1, 0.997935, 4375, 2.22307, 8.1e-05, 1509431
1969, 65682, 3, 5, 1, 0.997934, 4378, 2.22346, 8.2e-05, 1510242
1970, 0, 0, 4, 1, 0.997933, 4378, 2.22234, 7.5e-05, 1511019
1971, 131328, 3, 4, 1, 0.997932, 4381, 2.22273, 7.3e-05, 1511502
1972, 0, 0, 3, 1, 0.997931, 4381, 2.2216, 7.8e-05, 1511607
1973, 1152, 3, 8, 1, 0.99793, 4384, 2.222, 7.4e-05, 1512070
1974, 1185, 3, 3, 1, 0.997929, 4387, 2.22239, 8.1e-05, 1513004
1975, 0, 0, 5, 1, 0.997928, 4387, 2.22127, 9.5e-05, 1513790
1976, 72, 3, 8, 1, 0.997927, 4390, 2.22166, 7.7e-05, 1514285
1977, 131145, 3, 2, 1, 0.997926, 4393, 2.22205, 7.8e-05, 1514717
1978, 0, 5, 6, 1, 0.997925, 4398, 2.22346, 9.3e-05, 1515519
1979, 131088, 3, 1, 1, 0.997924, 4401, 2.22385, 8.9e-05, 1516081
1980, 149520, 3, 7, 1, 0.997923, 4404, 2.22424, 7.5e-05, 1516234
1981, 150036, 3, 5, 1, 0.997922, 4407, 2.22463, 7.5e-05, 1516234
1982, 158292, 3, 8, 1, 0.997921, 4410, 2.22503, 8.3e-05, 1517301
1983, 0, 5, 3, 1, 0.99792, 4415, 2.22642, 8.8e-05, 1518202
1984, 1026, 3, 5, 1, 0.997919, 4418, 2.22681, 8.2e-05, 1518811
1985, 9282, 3, 2, 1, 0.997918, 4421, 2.2272, 7.7e-05, 1519103
1986, 0, 0, 0, 1, 0.997917, 4421, 2.22608, 9.5e-05, 1519898
1987, 73728, 3, 5, 1, 0.997916, 4424, 2.22647, 8.8e-05, 1520254
1988, 73794, 3, 8, 1, 0.997915, 4427, 2.22686, 7.8e-05, 1521032
1989, 0, 0, 6, 1, 0.997914, 4427, 2.22574, 8.2e-05, 1521892
1990, 8208, 3, 1, 1, 0.997913, 4430, 2.22613, 0.000108, 1522391
1991, 155664, 3, 6, 1, 0.997912, 4433, 2.22652, 8.7e-05, 1523317
1992, 0, 0, 4, 1, 0.997911, 4433, 2.2254, 7.8e-05, 1524162
1993, 384, 3, 7, 1, 0.99791, 4436, 2.22579, 8.4e-05, 1524697
1994, 2436, 3, 6, 1, 0.997909, 4439, 2.22618, 8e-05, 1525488
1995, 133524, 3, 0, 1, 0.997908, 4442, 2.22657, 8.2e-05, 1526490
1996, 0, 0, 6, 1, 0.997907, 4442, 2.22545, 8.4e-05, 1527325
1997, 32784, 3, 4, 1, 0.997906, 4445, 2.22584, 8.7e-05, 1527757
1998, 35088, 3, 2, 1, 0.997905, 4448, 2.22623, 8e-05, 1528288
1999, 0, 5, 8, 1, 0.997904, 4453, 2.22761, 0.000112, 1529103
2000, 131073, 3, 1, 1, 0.997903, 4456, 2.228, 8.4e-05, 1529646
2001, 147489, 3, 3, 1, 0.997902, 4459, 2.22839, 0.000119, 1530612
2002, 148641, 3, 7, 1, 0.997901, 4462, 2.22877, 0.000114, 1531590
2003, 156837, 3, 2, 1, 0.9979, 4465, 2.22916, 7.7e-05, 1532605
2004, 0, 0, 6, 1, 0.997899, 4465, 2.22804, 8.3e-05, 1533506
2005, 32784, 3, 8, 1, 0.997898, 4468, 2.22843, 7.4e-05, 1533949
2006, 32913, 3, 7, 1, 0.997897, 4471, 2.22881, 7.8e-05, 1534453
2007, 0, 5, 2, 1, 0.997896, 4476, 2.23019, 8.3e-05, 1535443
2008, 36864, 3, 3, 1, 0.997895, 4479, 2.23058, 8.4e-05, 1536021
2009, 37890, 3, 7, 1, 0.997894, 4482, 2.23096, 8.1e-05, 1536876
2010, 37926, 3, 1, 1, 0.997893, 4485, 2.23134, 8.7e-05, 1537865
2011, 0, 0, 0, 1, 0.997892, 4485, 2.23023, 0.0001, 1538709
2012, 65568, 3, 3, 1, 0.997891, 4488, 2.23062, 8e-05, 1539147
2013, 67104, 3, 3, 1, 0.99789, 4491, 2.231, 8.8e-05, 1539820
2014, 0, 0, 5, 1, 0.997889, 4491, 2.22989, 8.8e-05, 1540702
2015, 8256, 3, 6, 1, 0.997888, 4494, 2.23027, 8.3e-05, 1541190
2016, 41040, 3, 0, 1, 0.997887, 4497, 2.23065, 8.2e-05, 1542119
2017, 106578, 3, 1, 1, 0.997886, 4500, 2.23104, 9.9e-05, 1543111
2018, 0, 0, 5, 1, 0.997885, 4500, 2.22993, 9.5e-05, 1543918
2019, 96, 3, 7, 1, 0.997884, 4503, 2.23031, 7.7e-05, 1544422
2020, 2148, 3, 1, 1, 0.997883, 4506, 2.23069, 7.3e-05, 1544781
2021, 26724, 3, 5, 1, 0.997882, 4509, 2.23107, 7.8e-05, 1545772
2022, 0, 0, 1, 1, 0.997881, 4509, 2.22997, 9e-05, 1546660
2023, 16416, 3, 8, 1, 0.99788, 4512, 2.23035, 8e-05, 1547113
2024, 16425, 3, 4, 1, 0.997879, 4515, 2.23073, 7.1e-05, 1547650
2025, 18729, 3, 7, 1, 0.997878, 4518, 2.23111, 8.9e-05, 1548649
2026, 0, 0, 6, 1, 0.997877, 4518, 2.23001, 8.6e-05, 1549447
2027, 24, 3, 5, 1, 0.997876, 4521, 2.23039, 8.3e-05, 1549977
2028, 2136, 3, 3, 1, 0.997875, 4524, 2.23077, 8.2e-05, 1550838
2029, 0, 0, 5, 1, 0.997874, 4524, 2.22967, 8.4e-05, 1551594
2030, 8256, 3, 6, 1, 0.997873, 4527, 2.23005, 9e-05, 1551962
2031, 8784, 3, 4, 1, 0.997872, 4530, 2.23043, 7.3e-05, 1552354
2032, 0, 0, 2, 1, 0.997871, 4530, 2.22933, 8.2e-05, 1553209
2033, 36864, 3, 5, 1, 0.99787, 4533, 2.22971, 9.7e-05, 1553650
2034, 37440, 3, 7, 1, 0.997869, 4536, 2.23009, 8.6e-05, 1554427
2035, 168516, 3, 5, 1, 0.997868, 4539, 2.23047, 8.3e-05, 1555414
2036, 0, 0, 3, 1, 0.997867, 4539, 2.22937, 9.1e-05, 1556280
2037, 1536, 3, 6, 1, 0.997866, 4542, 2.22975, 8.1e-05, 1556809
2038, 1554, 3, 0, 1, 0.997865, 4545, 2.23013, 7.7e-05, 1557662
2039, 0, 5, 0, 1, 0.997864, 4550, 2.23149, 9.8e-05, 1558434
2040, 65544, 3, 1, 1, 0.997863, 4553, 2.23186, 8.6e-05, 1559010
2041, 82440, 3, 0, 1, 0.997862, 4556, 2.23224, 9.2e-05, 1559946
2042, 0, 0, 5, 1, 0.997861, 4556, 2.23115, 8.6e-05, 1560665
2043, 8256, 3, 0, 1, 0.99786, 4559, 2.23152, 7.5e-05, 1561028
2044, 106560, 3, 0, 1, 0.997859, 4562, 2.2319, 9e-05, 1561944
2045, 0, 0, 2, 1, 0.997858, 4562, 2.23081, 8.5e-05, 1562592
2046, 4224, 3, 3, 1, 0.997857, 4565, 2.23118, 7.5e-05, 1563089
2047, 136320, 3, 1, 1, 0.997856, 4568, 2.23156, 8.4e-05, 1563746
2048, 152706, 3, 1, 1, 0.997855, 4571, 2.23193, 9.2e-05, 1564757
2049, 0, 0, 6, 1, 0.997854, 4571, 2.23084, 9.2e-05, 1565439
2050, 18, 3, 2, 1, 0.997853, 4574, 2.23122, 8.3e-05, 1565936
2051, 6162, 3, 5, 1, 0.997852, 4577, 2.23159, 8.1e-05, 1566391
2052, 6738, 3, 7, 1, 0.997851, 4580, 2.23197, 9.2e-05, 1567381
2053, 39510, 3, 8, 1, 0.99785, 4583, 2.23234, 7.4e-05, 1568353
2054, 0, 0, 6, 1, 0.997849, 4583, 2.23126, 7.8e-05, 1569229
2055, 8208, 3, 1, 1, 0.997848, 4586, 2.23163, 7e-05, 1569716
2056, 24600, 3, 0, 1, 0.997847, 4589, 2.232, 8.3e-05, 1570393
2057, 90648, 3, 6, 1, 0.997846, 4592, 2.23238, 8.8e-05, 1571313
2058, 0, 0, 6, 1, 0.997845, 4592, 2.23129, 8.2e-05, 1572130
2059, 131088, 3, 4, 1, 0.997844, 4595, 2.23167, 7.4e-05, 1572634
2060, 131346, 3, 0, 1, 0.997843, 4598, 2.23204, 8.6e-05, 1573430
2061, 0, 0, 8, 1, 0.997842, 4598, 2.23096, 0.000107, 1574102
2062, 8193, 3, 8, 1, 0.997841, 4601, 2.23133, 7.9e-05, 1574507
2063, 0, 0, 4, 1, 0.99784, 4601, 2.23025, 7.3e-05, 1574573
2064, 33024, 3, 4, 1, 0.997839, 4604, 2.23062, 7.5e-05, 1574625
2065, 0, 0, 1, 1, 0.997838, 4604, 2.22954, 9.4e-05, 1575463
2066, 24576, 3, 2, 1, 0.997837, 4607, 2.22991, 8.3e-05, 1575940
2067, 0, 0, 3, 1, 0.997836, 4607, 2.22883, 8e-05, 1576651
2068, 33792, 3, 8, 1, 0.997835, 4610, 2.22921, 8.9e-05, 1577129
2069, 34305, 3, 4, 1, 0.997834, 4613, 2.22958, 7.1e-05, 1577187
2070, 0, 0, 5, 1, 0.997833, 4613, 2.2285, 9.1e-05, 1578050
2071, 96, 3, 6, 1, 0.997832, 4616, 2.22887, 7.5e-05, 1578576
2072, 0, 0, 1, 1, 0.997831, 4616, 2.2278, 6.8e-05, 1578654
2073, 16896, 3, 2, 1, 0.99783, 4619, 2.22817, 8.7e-05, 1578996
2074, 21120, 3, 8, 1, 0.997829, 4622, 2.22854, 8.3e-05, 1579830
2075, 21129, 3, 5, 1, 0.997828, 4625, 2.22892, 9.6e-05, 1580847
2076, 0, 0, 8, 1, 0.997827, 4625, 2.22784, 9.6e-05, 1581686
2077, 8193, 3, 8, 1, 0.997826, 4628, 2.22821, 8.4e-05, 1582122
2078, 0, 0, 0, 1, 0.997825, 4628, 2.22714, 6.8e-05, 1582200
2079, 66048, 3, 3, 1, 0.997824, 4631, 2.22751, 9.3e-05, 1582643
2080, 67200, 3, 5, 1, 0.997823, 4634, 2.22788, 7.9e-05, 1583182
2081, 0, 0, 4, 1, 0.997822, 4634, 2.22681, 0.000102, 1584027
2082, 2304, 3, 7, 1, 0.997821, 4637, 2.22719, 8.9e-05, 1584441
2083, 35076, 3, 4, 1, 0.99782, 4640, 2.22756, 9e-05, 1585365
2084, 0, 0, 1, 1, 0.997819, 4640, 2.22649, 9.7e-05, 1586096
2085, 24576, 3, 2, 1, 0.997818, 4643, 2.22686, 8.2e-05, 1586495
2086, 0, 0, 5, 1, 0.997817, 4643, 2.22579, 6.2e-05, 1586505
2087, 96, 3, 5, 1, 0.997816, 4646, 2.22616, 7.7e-05, 1586883
2088, 0, 0, 7, 1, 0.997815, 4646, 2.2251, 7e-05, 1586911
2089, 516, 3, 6, 1, 0.997814, 4649, 2.22547, 7.7e-05, 1587266
2090, 33300, 3, 0, 1, 0.997813, 4652, 2.22584, 9.9e-05, 1588190
2091, 98964, 3, 0, 1, 0.997812, 4655, 2.22621, 0.000102, 1589181
2092, 0, 0, 2, 1, 0.997811, 4655, 2.22514, 8.6e-05, 1589963
2093, 6144, 3, 8, 1, 0.99781, 4658, 2.22551, 8.3e-05, 1590434
2094, 6153, 3, 2, 1, 0.997809, 4661, 2.22588, 9.1e-05, 1591334
2095, 0, 0, 3, 1, 0.997808, 4661, 2.22482, 8.9e-05, 1592034
2096, 1026, 3, 7, 1, 0.997807, 4664, 2.22519, 8.2e-05, 1592529
2097, 9222, 3, 5, 1, 0.997806, 4667, 2.22556, 7.8e-05, 1593045
2098, 140358, 3, 2, 1, 0.997805, 4670, 2.22593, 9.1e-05, 1594024
2099, 0, 0, 7, 1, 0.997804, 4670, 2.22487, 9.2e-05, 1594820
2100, 516, 3, 2, 1, 0.997803, 4673, 2.22524, 8.6e-05, 1595347
2101, 4644, 3, 8, 1, 0.997802, 4676, 2.22561, 8.3e-05, 1596288
2102, 4773, 3, 3, 1, 0.997801, 4679, 2.22598, 8.7e-05, 1597286
2103, 136869, 3, 5, 1, 0.9978, 4682, 2.22634, 9.6e-05, 1598307
2104, 0, 0, 3, 1, 0.997799, 4682, 2.22529, 9.6e-05, 1599103
2105, 33792, 3, 7, 1, 0.997798, 4685, 2.22565, 8.5e-05, 1599593
2106, 164868, 3, 3, 1, 0.997797, 4688, 2.22602, 6.7e-05, 1599874
2107, 0, 0, 6, 1, 0.997796, 4688, 2.22496, 8.7e-05, 1600717
2108, 528, 3, 1, 1, 0.997795, 4691, 2.22533, 8.8e-05, 1601200
2109, 16920, 3, 6, 1, 0.997794, 4694, 2.2257, 8.7e-05, 1601885
2110, 0, 0, 6, 1, 0.997793, 4694, 2.22464, 9.1e-05, 1602772
2111, 2064, 3, 7, 1, 0.997792, 4697, 2.22501, 8.3e-05, 1603231
2112, 10260, 3, 2, 1, 0.997791, 4700, 2.22538, 8.3e-05, 1603499
2113, 0, 0, 4, 1, 0.99779, 4700, 2.22433, 7.6e-05, 1604355
2114, 131328, 3, 2, 1, 0.997789, 4703, 2.22469, 8.2e-05, 1604846
2115, 135552, 3, 7, 1, 0.997788, 4706, 2.22506, 9.2e-05, 1605534
2116, 168324, 3, 1, 1, 0.997787, 4709, 2.22543, 8.5e-05, 1606545
2117, 0, 0, 1, 1, 0.997786, 4709, 2.22437, 8.1e-05, 1607377
2118, 16512, 3, 1, 1, 0.997785, 4712, 2.22474, 9.2e-05, 1607860
2119, 0, 0, 3, 1, 0.997784, 4712, 2.22369, 8.2e-05, 1607926
2120, 9216, 3, 4, 1, 0.997783, 4715, 2.22406, 8.3e-05, 1608360
2121, 140544, 3, 2, 1, 0.997782, 4718, 2.22442, 7.9e-05, 1608891
2122, 0, 0, 5, 1, 0.997781, 4718, 2.22337, 9.9e-05, 1609734
2123, 576, 3, 2, 1, 0.99778, 4721, 2.22374, 9.2e-05, 1610259
2124, 4674, 3, 5, 1, 0.997779, 4724, 2.22411, 8.6e-05, 1610340
2125, 0, 0, 0, 1, 0.997778, 4724, 2.22306, 9.3e-05, 1611198
2126, 65664, 3, 3, 1, 0.997777, 4727, 2.22342, 8.4e-05, 1611687
2127, 66690, 3, 2, 1, 0.997776, 4730, 2.22379, 8.6e-05, 1612483
2128, 103554, 3, 1, 1, 0.997775, 4733, 2.22415, 9.8e-05, 1613435
2129, 0, 0, 6, 1, 0.997774, 4733, 2.22311, 9.8e-05, 1614302
2130, 144, 3, 2, 1, 0.997773, 4736, 2.22347, 7.9e-05, 1614752
2131, 6288, 3, 1, 1, 0.997772, 4739, 2.22384, 9.1e-05, 1615683
2132, 0, 1, 6, 1, 0.997771, 4740, 2.22326, 8.1e-05, 1616608
2133, 2064, 3, 0, 1, 0.99777, 4743, 2.22363, 7.4e-05, 1617123
2134, 100368, 3, 6, 1, 0.997769, 4746, 2.22399, 8.8e-05, 1618000
2135, 0, 0, 2, 1, 0.997768, 4746, 2.22295, 7.9e-05, 1618839
2136, 4098, 3, 3, 1, 0.997767, 4749, 2.22331, 9.2e-05, 1619383
2137, 5634, 3, 7, 1, 0.997766, 4752, 2.22368, 8.4e-05, 1620328
2138, 5766, 3, 5, 1, 0.997765, 4755, 2.22404, 8.4e-05, 1621285
2139, 0, 0, 8, 1, 0.997764, 4755, 2.223, 7.7e-05, 1622184
2140, 2049, 3, 0, 1, 0.997763, 4758, 2.22336, 8.8e-05, 1622628
2141, 100353, 3, 6, 1, 0.997763, 4761, 2.22373, 9.2e-05, 1623558
2142, 108561, 3, 6, 1, 0.997762, 4764, 2.22409, 9e-05, 1624572
2143, 0, 0, 3, 1, 0.997761, 4764, 2.22305, 9.5e-05, 1625433
2144, 33792, 3, 1, 1, 0.99776, 4767, 2.22341, 8.4e-05, 1625924
2145, 0, 0, 5, 1, 0.997759, 4767, 2.22238, 7.4e-05, 1626015
2146, 32832, 3, 7, 1, 0.997758, 4770, 2.22274, 7.8e-05, 1626401
2147, 163908, 3, 5, 1, 0.997757, 4773, 2.2231, 8.5e-05, 1627330
2148, 0, 0, 6, 1, 0.997756, 4773, 2.22207, 9.7e-05, 1628097
2149, 131088, 3, 4, 1, 0.997755, 4776, 2.22243, 8.2e-05, 1628580
2150, 164112, 3, 0, 1, 0.997754, 4779, 2.22279, 9.2e-05, 1628938
2151, 0, 0, 6, 1, 0.997753, 4779, 2.22176, 9.2e-05, 1629713
2152, 528, 3, 0, 1, 0.997752, 4782, 2.22212, 7.9e-05, 1630161
2153, 66192, 3, 7, 1, 0.997751, 4785, 2.22248, 8.2e-05, 1630642
2154, 66198, 3, 8, 1, 0.99775, 4788, 2.22284, 7.8e-05, 1631645
2155, 0, 0, 4, 1, 0.997749, 4788, 2.22181, 9.3e-05, 1632479
2156, 2304, 3, 1, 1, 0.997748, 4791, 2.22217, 9.1e-05, 1632979
2157, 18720, 3, 7, 1, 0.997747, 4794, 2.22253, 8.9e-05, 1633084
2158, 0, 5, 3, 1, 0.997746, 4799, 2.22382, 0.000105, 1634013
2159, 132096, 3, 7, 1, 0.997745, 4802, 2.22418, 8.4e-05, 1634475
2160, 132228, 3, 5, 1, 0.997744, 4805, 2.22454, 8.8e-05, 1635429
2161, 0, 0, 8, 1, 0.997743, 4805, 2.22351, 8.6e-05, 1636227
2162, 33, 3, 0, 1, 0.997742, 4808, 2.22387, 8.8e-05, 1636707
2163, 73761, 3, 2, 1, 0.997741, 4811, 2.22423, 6.3e-05, 1636762
2164, 0, 0, 5, 1, 0.99774, 4811, 2.2232, 7.6e-05, 1637506
2165, 8256, 3, 1, 1, 0.997739, 4814, 2.22356, 9.7e-05, 1637982
2166, 24642, 3, 2, 1, 0.997738, 4817, 2.22392, 7.8e-05, 1638742
