cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
1537, 8709, 3, 0, 1, 0.998365, 3404, 2.2147, 7.9e-05, 1193577
1538, 0, 1, 7, 1, 0.998364, 3405, 2.21391, 8e-05, 1194390
1539, 8196, 3, 1, 1, 0.998363, 3408, 2.21442, 8.4e-05, 1194993
1540, 26628, 3, 5, 1, 0.998362, 3411, 2.21494, 7.9e-05, 1195964
1541, 27204, 3, 1, 1, 0.998361, 3414, 2.21544, 9.3e-05, 1196964
1542, 0, 0, 8, 1, 0.99836, 3414, 2.21401, 7.8e-05, 1197739
1543, 9, 3, 8, 1, 0.998359, 3417, 2.21452, 9.4e-05, 1198180
1544, 0, 0, 4, 1, 0.998358, 3417, 2.21308, 8.6e-05, 1198951
1545, 2304, 3, 2, 1, 0.998357, 3420, 2.21359, 0.000103, 1199435
1546, 6408, 3, 6, 1, 0.998356, 3423, 2.2141, 6.8e-05, 1200213
1547, 0, 5, 8, 1, 0.998355, 3428, 2.2159, 9.8e-05, 1201158
1548, 33, 3, 1, 1, 0.998354, 3431, 2.21641, 7.9e-05, 1201674
1549, 16929, 3, 8, 1, 0.998353, 3434, 2.21691, 8.2e-05, 1202627
1550, 0, 0, 0, 1, 0.998352, 3434, 2.21548, 9.5e-05, 1203422
1551, 67584, 3, 1, 1, 0.998351, 3437, 2.21599, 8.6e-05, 1203938
1552, 84480, 3, 7, 1, 0.99835, 3440, 2.21649, 8.5e-05, 1204897
1553, 84516, 3, 7, 1, 0.998349, 3443, 2.217, 7.7e-05, 1205952
1554, 0, 0, 8, 1, 0.998348, 3443, 2.21557, 7.8e-05, 1206770
1555, 129, 3, 5, 1, 0.998347, 3446, 2.21608, 8.6e-05, 1207178
1556, 0, 0, 1, 1, 0.998346, 3446, 2.21465, 7.2e-05, 1207269
1557, 18432, 3, 4, 1, 0.998345, 3449, 2.21516, 8.5e-05, 1207608
1558, 18696, 3, 0, 1, 0.998344, 3452, 2.21566, 8.8e-05, 1208515
1559, 92424, 3, 8, 1, 0.998343, 3455, 2.21616, 8.2e-05, 1209499
1560, 0, 5, 8, 1, 0.998342, 3460, 2.21795, 8.1e-05, 1210435
1561, 32769, 3, 6, 1, 0.998341, 3463, 2.21845, 7.2e-05, 1211014
1562, 33297, 3, 2, 1, 0.99834, 3466, 2.21895, 8.1e-05, 1211759
1563, 0, 1, 0, 1, 0.998339, 3467, 2.21817, 9.2e-05, 1212636
1564, 67584, 3, 2, 1, 0.998338, 3470, 2.21867, 7.9e-05, 1213193
1565, 71808, 3, 1, 1, 0.998337, 3473, 2.21917, 8.1e-05, 1213933
1566, 0, 5, 3, 1, 0.998336, 3478, 2.22095, 8e-05, 1214813
1567, 33792, 3, 8, 1, 0.998335, 3481, 2.22144, 8.4e-05, 1215394
1568, 34305, 3, 1, 1, 0.998334, 3484, 2.22194, 6.7e-05, 1215485
1569, 0, 0, 8, 1, 0.998333, 3484, 2.22052, 7.3e-05, 1216317
1570, 8193, 3, 2, 1, 0.998332, 3487, 2.22102, 7.7e-05, 1216816
1571, 0, 0, 8, 1, 0.998331, 3487, 2.21961, 9.1e-05, 1217593
1572, 131073, 3, 6, 1, 0.99833, 3490, 2.2201, 7.1e-05, 1217967
1573, 131217, 3, 1, 1, 0.998329, 3493, 2.2206, 7.4e-05, 1218512
1574, 149649, 3, 7, 1, 0.998328, 3496, 2.22109, 0.0001, 1219560
1575, 0, 5, 5, 1, 0.998327, 3501, 2.22286, 7.5e-05, 1220533
1576, 131136, 3, 3, 1, 0.998326, 3504, 2.22335, 0.000129, 1221035
1577, 132192, 3, 5, 1, 0.998325, 3507, 2.22384, 8.7e-05, 1221973
1578, 0, 0, 5, 1, 0.998324, 3507, 2.22243, 8.1e-05, 1222771
1579, 2112, 3, 0, 1, 0.998323, 3510, 2.22293, 7.8e-05, 1223261
1580, 75840, 3, 6, 1, 0.998322, 3513, 2.22342, 9.7e-05, 1224184
1581, 75858, 3, 6, 1, 0.998321, 3516, 2.22391, 7.2e-05, 1225226
1582, 0, 0, 5, 1, 0.99832, 3516, 2.2225, 8e-05, 1226104
1583, 131136, 3, 8, 1, 0.998319, 3519, 2.22299, 9e-05, 1226557
1584, 163905, 3, 4, 1, 0.998318, 3522, 2.22348, 8.1e-05, 1227540
1585, 164193, 3, 6, 1, 0.998317, 3525, 2.22397, 8.7e-05, 1228532
1586, 0, 0, 3, 1, 0.998316, 3525, 2.22257, 7.2e-05, 1229413
1587, 1152, 3, 7, 1, 0.998315, 3528, 2.22306, 7.3e-05, 1229928
1588, 1188, 3, 6, 1, 0.998314, 3531, 2.22355, 7.6e-05, 1230887
1589, 0, 0, 4, 1, 0.998313, 3531, 2.22215, 7.5e-05, 1231713
1590, 33024, 3, 3, 1, 0.998312, 3534, 2.22264, 8.3e-05, 1232139
1591, 34080, 3, 8, 1, 0.998311, 3537, 2.22313, 7.7e-05, 1233099
1592, 34089, 3, 6, 1, 0.99831, 3540, 2.22362, 9.3e-05, 1234123
1593, 0, 0, 2, 1, 0.998309, 3540, 2.22222, 8e-05, 1235005
1594, 135168, 3, 5, 1, 0.998308, 3543, 2.22271, 8.1e-05, 1235437
1595, 135744, 3, 3, 1, 0.998307, 3546, 2.2232, 8.9e-05, 1236429
1596, 136776, 3, 5, 1, 0.998306, 3549, 2.22368, 8e-05, 1237454
1597, 0, 0, 1, 1, 0.998305, 3549, 2.22229, 7.6e-05, 1238302
1598, 147456, 3, 2, 1, 0.998304, 3552, 2.22278, 7.4e-05, 1238837
1599, 151554, 3, 7, 1, 0.998303, 3555, 2.22326, 8.1e-05, 1239628
1600, 151686, 3, 8, 1, 0.998302, 3558, 2.22375, 7.3e-05, 1240674
1601, 0, 0, 0, 1, 0.998301, 3558, 2.22236, 7.3e-05, 1241540
1602, 65664, 3, 6, 1, 0.9983, 3561, 2.22285, 7.4e-05, 1242078
1603, 98448, 3, 4, 0, 0.998299, 3564, 2.22333, 0.381126, 1261691
1604, 100752, 3, 5, 1, 0.998298, 3567, 2.22382, 6.3e-05, 1262689
1605, 0, 0, 2, 1, 0.998297, 3567, 2.22243, 6.7e-05, 1263460
1606, 36864, 3, 6, 1, 0.998296, 3570, 2.22291, 7e-05, 1263947
1607, 36882, 3, 5, 1, 0.998295, 3573, 2.2234, 7.1e-05, 1264894
1608, 168018, 3, 5, 1, 0.998294, 3576, 2.22388, 7.1e-05, 1265878
1609, 0, 0, 1, 1, 0.998293, 3576, 2.2225, 7.9e-05, 1266792
1610, 18432, 3, 5, 1, 0.998292, 3579, 2.22298, 9.4e-05, 1267287
1611, 26688, 3, 6, 1, 0.998291, 3582, 2.22346, 6.6e-05, 1267378
1612, 26706, 3, 0, 1, 0.99829, 3585, 2.22395, 7.1e-05, 1268104
1613, 92754, 3, 3, 1, 0.998289, 3588, 2.22443, 7.8e-05, 1269093
1614, 0, 0, 6, 1, 0.998288, 3588, 2.22305, 6.7e-05, 1270047
1615, 144, 3, 6, 1, 0.998287, 3591, 2.22353, 9.2e-05, 1270528
1616, 0, 0, 8, 1, 0.998286, 3591, 2.22215, 7.5e-05, 1270619
1617, 513, 3, 8, 1, 0.998285, 3594, 2.22263, 7.2e-05, 1271039
1618, 0, 0, 5, 1, 0.998284, 3594, 2.22126, 6.6e-05, 1271105
1619, 2112, 3, 6, 1, 0.998283, 3597, 2.22174, 7.3e-05, 1271651
1620, 34896, 3, 0, 1, 0.998282, 3600, 2.22222, 8.3e-05, 1272130
1621, 100434, 3, 0, 1, 0.998281, 3603, 2.2227, 7.5e-05, 1273138
1622, 0, 0, 0, 1, 0.99828, 3603, 2.22133, 9.5e-05, 1273855
1623, 66048, 3, 5, 1, 0.998279, 3606, 2.22181, 8.7e-05, 1274254
1624, 66114, 3, 5, 1, 0.998278, 3609, 2.22229, 8.4e-05, 1275040
1625, 0, 0, 7, 1, 0.998277, 3609, 2.22092, 8.4e-05, 1275939
1626, 32772, 3, 8, 1, 0.998276, 3612, 2.2214, 8.1e-05, 1276441
1627, 32901, 3, 6, 1, 0.998275, 3615, 2.22188, 8.4e-05, 1277414
1628, 0, 5, 0, 1, 0.998274, 3620, 2.22359, 8.7e-05, 1278306
1629, 65664, 3, 3, 1, 0.998273, 3623, 2.22406, 7.1e-05, 1278930
1630, 67200, 3, 1, 1, 0.998272, 3626, 2.22454, 8.5e-05, 1279869
1631, 83592, 3, 8, 1, 0.998271, 3629, 2.22502, 9e-05, 1280864
1632, 91785, 3, 0, 1, 0.99827, 3632, 2.22549, 9.5e-05, 1281885
1633, 0, 0, 2, 1, 0.998269, 3632, 2.22413, 8.9e-05, 1282720
1634, 4104, 3, 0, 1, 0.998268, 3635, 2.2246, 7.6e-05, 1283203
1635, 70152, 3, 5, 1, 0.998267, 3638, 2.22508, 9.1e-05, 1284162
1636, 70218, 3, 7, 1, 0.998266, 3641, 2.22555, 9.5e-05, 1285139
1637, 0, 0, 7, 1, 0.998266, 3641, 2.22419, 9.4e-05, 1286062
1638, 36, 3, 6, 1, 0.998265, 3644, 2.22466, 8.4e-05, 1286570
1639, 0, 0, 3, 1, 0.998264, 3644, 2.22331, 9e-05, 1287281
1640, 1056, 3, 3, 1, 0.998263, 3647, 2.22378, 7.9e-05, 1287575
1641, 0, 0, 4, 1, 0.998262, 3647, 2.22243, 9.2e-05, 1288304
1642, 264, 3, 7, 1, 0.998261, 3650, 2.2229, 8.2e-05, 1288791
1643, 0, 0, 1, 1, 0.99826, 3650, 2.22155, 8.9e-05, 1289607
1644, 16416, 3, 2, 1, 0.998259, 3653, 2.22202, 8.5e-05, 1289943
1645, 22560, 3, 2, 1, 0.998258, 3656, 2.22249, 7.8e-05, 1290900
1646, 0, 0, 8, 1, 0.998257, 3656, 2.22114, 8.1e-05, 1291780
1647, 513, 3, 1, 1, 0.998256, 3659, 2.22162, 8.1e-05, 1292252
1648, 16929, 3, 4, 1, 0.998255, 3662, 2.22209, 8.3e-05, 1293100
1649, 0, 0, 0, 1, 0.998254, 3662, 2.22074, 9.5e-05, 1293895
1650, 73728, 3, 0, 1, 0.998253, 3665, 2.22121, 8.2e-05, 1294347
1651, 0, 0, 0, 1, 0.998252, 3665, 2.21987, 7.5e-05, 1294375
1652, 65664, 3, 5, 1, 0.998251, 3668, 2.22034, 6.4e-05, 1294530
1653, 0, 0, 1, 1, 0.99825, 3668, 2.219, 9.7e-05, 1295410
1654, 16386, 3, 1, 1, 0.998249, 3671, 2.21947, 7.8e-05, 1295916
1655, 0, 0, 1, 1, 0.998248, 3671, 2.21813, 7.4e-05, 1295982
1656, 16512, 3, 4, 1, 0.998247, 3674, 2.2186, 7.7e-05, 1296482
1657, 16776, 3, 4, 1, 0.998246, 3677, 2.21907, 9.1e-05, 1297433
1658, 0, 0, 0, 1, 0.998245, 3677, 2.21773, 8.2e-05, 1298258
1659, 98304, 3, 4, 1, 0.998244, 3680, 2.2182, 7.8e-05, 1298649
1660, 106752, 3, 0, 1, 0.998243, 3683, 2.21867, 9.5e-05, 1299598
1661, 0, 0, 3, 1, 0.998242, 3683, 2.21734, 8.2e-05, 1300279
1662, 1152, 3, 0, 1, 0.998241, 3686, 2.21781, 9.2e-05, 1300761
1663, 74880, 3, 3, 1, 0.99824, 3689, 2.21828, 7.4e-05, 1301039
1664, 0, 0, 6, 1, 0.998239, 3689, 2.21695, 9e-05, 1301892
1665, 24, 3, 1, 1, 0.998238, 3692, 2.21742, 9.2e-05, 1302382
1666, 18456, 3, 5, 1, 0.998237, 3695, 2.21789, 9.6e-05, 1303348
1667, 26712, 3, 0, 1, 0.998236, 3698, 2.21836, 8.6e-05, 1304308
1668, 92250, 3, 4, 1, 0.998235, 3701, 2.21882, 9.4e-05, 1305306
1669, 0, 4, 4, 1, 0.998234, 3705, 2.21989, 9.5e-05, 1306270
1670, 384, 3, 4, 1, 0.998233, 3708, 2.22036, 8.1e-05, 1306920
1671, 0, 0, 7, 1, 0.998232, 3708, 2.21903, 9.6e-05, 1307731
1672, 2052, 3, 8, 1, 0.998231, 3711, 2.2195, 8.4e-05, 1308257
1673, 10245, 3, 6, 1, 0.99823, 3714, 2.21996, 8.4e-05, 1309210
1674, 0, 5, 1, 1, 0.998229, 3719, 2.22162, 8.5e-05, 1310126
1675, 16392, 3, 2, 1, 0.998228, 3722, 2.22209, 7.8e-05, 1310693
1676, 22536, 3, 0, 1, 0.998227, 3725, 2.22255, 0.000108, 1311556
1677, 0, 5, 6, 1, 0.998226, 3730, 2.22421, 8.7e-05, 1312430
1678, 144, 3, 8, 1, 0.998225, 3733, 2.22467, 7.9e-05, 1313047
1679, 153, 3, 2, 1, 0.998224, 3736, 2.22513, 9e-05, 1314001
1680, 6297, 3, 2, 1, 0.998223, 3739, 2.2256, 9.2e-05, 1314994
1681, 0, 0, 6, 1, 0.998222, 3739, 2.22427, 8.1e-05, 1315771
1682, 32784, 3, 5, 1, 0.998221, 3742, 2.22473, 8e-05, 1316197
1683, 163920, 3, 5, 1, 0.99822, 3745, 2.22519, 7.9e-05, 1316476
1684, 0, 0, 2, 1, 0.998219, 3745, 2.22387, 8.2e-05, 1317302
1685, 135168, 3, 3, 1, 0.998218, 3748, 2.22433, 7.9e-05, 1317817
1686, 136320, 3, 8, 1, 0.998217, 3751, 2.22479, 7.8e-05, 1318414
1687, 136833, 3, 8, 1, 0.998216, 3754, 2.22525, 8.9e-05, 1319382
1688, 0, 0, 4, 1, 0.998215, 3754, 2.22393, 8.3e-05, 1320254
1689, 288, 3, 1, 1, 0.998214, 3757, 2.22439, 8.2e-05, 1320764
1690, 18720, 3, 4, 1, 0.998213, 3760, 2.22485, 8.1e-05, 1321626
1691, 0, 0, 0, 1, 0.998212, 3760, 2.22354, 0.000101, 1322463
1692, 66048, 3, 7, 1, 0.998211, 3763, 2.224, 8.4e-05, 1322928
1693, 74244, 3, 6, 1, 0.99821, 3766, 2.22445, 9.3e-05, 1323467
1694, 107028, 3, 0, 1, 0.998209, 3769, 2.22491, 8.6e-05, 1324217
1695, 0, 0, 8, 1, 0.998208, 3769, 2.2236, 8.5e-05, 1325012
1696, 33, 3, 8, 1, 0.998207, 3772, 2.22406, 8.3e-05, 1325511
1697, 0, 0, 5, 1, 0.998206, 3772, 2.22275, 8e-05, 1325602
1698, 131136, 3, 1, 1, 0.998205, 3775, 2.2232, 7.5e-05, 1326031
1699, 147522, 3, 3, 1, 0.998204, 3778, 2.22366, 8.4e-05, 1326806
1700, 148554, 3, 5, 1, 0.998203, 3781, 2.22412, 8.9e-05, 1327823
1701, 0, 0, 7, 1, 0.998202, 3781, 2.22281, 9.7e-05, 1328686
1702, 132, 3, 8, 1, 0.998201, 3784, 2.22327, 8.5e-05, 1329178
1703, 2181, 3, 2, 1, 0.9982, 3787, 2.22372, 8.8e-05, 1330126
1704, 137349, 3, 5, 1, 0.998199, 3790, 2.22418, 8.7e-05, 1331144
1705, 0, 0, 8, 1, 0.998198, 3790, 2.22287, 8.6e-05, 1332049
1706, 513, 3, 1, 1, 0.998197, 3793, 2.22333, 8.7e-05, 1332576
1707, 147969, 3, 3, 1, 0.998196, 3796, 2.22378, 7.1e-05, 1333181
1708, 149025, 3, 0, 1, 0.998195, 3799, 2.22424, 8.1e-05, 1334218
1709, 0, 0, 6, 1, 0.998194, 3799, 2.22294, 7.8e-05, 1334998
1710, 131088, 3, 3, 1, 0.998193, 3802, 2.22339, 7.8e-05, 1335397
1711, 140304, 3, 2, 1, 0.998192, 3805, 2.22385, 8.4e-05, 1335475
1712, 0, 0, 6, 1, 0.998191, 3805, 2.22255, 9.3e-05, 1336294
1713, 32784, 3, 4, 1, 0.99819, 3808, 2.223, 7.4e-05, 1336762
1714, 33168, 3, 5, 1, 0.998189, 3811, 2.22345, 9.2e-05, 1337712
1715, 0, 0, 2, 1, 0.998188, 3811, 2.22216, 9.6e-05, 1338537
1716, 4098, 3, 1, 1, 0.998187, 3814, 2.22261, 8.8e-05, 1339087
1717, 20514, 3, 4, 1, 0.998186, 3817, 2.22306, 8.2e-05, 1340032
1718, 22818, 3, 6, 1, 0.998185, 3820, 2.22352, 9.4e-05, 1341061
1719, 0, 0, 1, 1, 0.998184, 3820, 2.22222, 7.4e-05, 1341994
1720, 16512, 3, 0, 1, 0.998183, 3823, 2.22267, 7.1e-05, 1342456
1721, 82056, 3, 5, 1, 0.998182, 3826, 2.22313, 8.7e-05, 1342547
1722, 0, 0, 3, 1, 0.998181, 3826, 2.22184, 8.9e-05, 1343391
1723, 1026, 3, 3, 1, 0.99818, 3829, 2.22229, 8.7e-05, 1343944
1724, 0, 0, 3, 1, 0.998179, 3829, 2.221, 6.5e-05, 1344049
1725, 1026, 3, 7, 1, 0.998178, 3832, 2.22145, 8e-05, 1344560
1726, 1158, 3, 3, 1, 0.998177, 3835, 2.2219, 9.3e-05, 1345481
1727, 0, 0, 1, 1, 0.998176, 3835, 2.22061, 7.9e-05, 1346069
1728, 16392, 3, 5, 1, 0.998175, 3838, 2.22106, 9e-05, 1346578
1729, 147528, 3, 2, 1, 0.998174, 3841, 2.22152, 9.1e-05, 1347523
1730, 152136, 3, 3, 1, 0.998173, 3844, 2.22197, 7.6e-05, 1348507
1731, 0, 1, 4, 1, 0.998172, 3845, 2.22126, 9.7e-05, 1349489
1732, 131328, 3, 0, 1, 0.998171, 3848, 2.22171, 7.6e-05, 1350058
1733, 0, 0, 8, 1, 0.99817, 3848, 2.22043, 8.7e-05, 1350823
1734, 33, 3, 6, 1, 0.998169, 3851, 2.22088, 7.4e-05, 1351309
1735, 0, 0, 1, 1, 0.998168, 3851, 2.2196, 6.3e-05, 1351462
1736, 147456, 3, 6, 1, 0.998167, 3854, 2.22005, 7e-05, 1351795
1737, 147984, 3, 3, 1, 0.998166, 3857, 2.2205, 0.000111, 1352766
1738, 0, 1, 8, 1, 0.998165, 3858, 2.21979, 7.7e-05, 1353695
1739, 129, 3, 0, 1, 0.998164, 3861, 2.22024, 9.2e-05, 1354237
1740, 67713, 3, 1, 1, 0.998163, 3864, 2.22069, 7.8e-05, 1354719
1741, 92289, 3, 3, 1, 0.998162, 3867, 2.22114, 7.9e-05, 1355679
1742, 0, 0, 2, 1, 0.998161, 3867, 2.21986, 8.6e-05, 1356561
1743, 36864, 3, 4, 1, 0.99816, 3870, 2.22031, 8.3e-05, 1357063
1744, 168192, 3, 6, 1, 0.998159, 3873, 2.22076, 7.8e-05, 1357423
1745, 0, 5, 4, 1, 0.998158, 3878, 2.22235, 7.7e-05, 1358406
1746, 264, 3, 2, 1, 0.998157, 3881, 2.22279, 7e-05, 1358994
1747, 4488, 3, 6, 1, 0.998156, 3884, 2.22324, 0.000115, 1359945
1748, 0, 5, 8, 1, 0.998155, 3889, 2.22483, 9.2e-05, 1360847
1749, 32769, 3, 1, 1, 0.998154, 3892, 2.22527, 8.3e-05, 1361316
1750, 0, 0, 4, 1, 0.998153, 3892, 2.224, 7.8e-05, 1361991
1751, 33024, 3, 1, 1, 0.998152, 3895, 2.22444, 8.4e-05, 1362442
1752, 0, 0, 4, 1, 0.998151, 3895, 2.22317, 6.5e-05, 1362520
1753, 288, 3, 8, 1, 0.99815, 3898, 2.22362, 7.4e-05, 1362904
1754, 33057, 3, 5, 1, 0.998149, 3901, 2.22406, 8.1e-05, 1363841
1755, 35169, 3, 2, 1, 0.998148, 3904, 2.2245, 8.2e-05, 1364851
1756, 0, 5, 2, 1, 0.998147, 3909, 2.22608, 9.8e-05, 1365723
1757, 4608, 3, 6, 1, 0.998146, 3912, 2.22652, 9e-05, 1366226
1758, 6672, 3, 7, 1, 0.998145, 3915, 2.22696, 0.0001, 1367179
1759, 39444, 3, 8, 1, 0.998144, 3918, 2.2274, 0.000105, 1368155
1760, 0, 5, 8, 1, 0.998143, 3923, 2.22898, 8.4e-05, 1369019
1761, 513, 3, 2, 1, 0.998142, 3926, 2.22942, 8.1e-05, 1369587
1762, 4641, 3, 8, 1, 0.998141, 3929, 2.22985, 7.1e-05, 1369740
1763, 0, 0, 7, 1, 0.99814, 3929, 2.22859, 9.7e-05, 1370513
1764, 131076, 3, 1, 1, 0.998139, 3932, 2.22902, 8.7e-05, 1370941
1765, 155652, 3, 3, 1, 0.998138, 3935, 2.22946, 8.3e-05, 1371340
1766, 156678, 3, 8, 1, 0.998137, 3938, 2.2299, 8.1e-05, 1372358
1767, 0, 0, 7, 1, 0.998136, 3938, 2.22864, 9.7e-05, 1373109
1768, 32772, 3, 5, 1, 0.998135, 3941, 2.22907, 7.4e-05, 1373574
1769, 163908, 3, 2, 1, 0.998134, 3944, 2.22951, 7.6e-05, 1373989
1770, 168516, 3, 3, 1, 0.998133, 3947, 2.22994, 9.2e-05, 1375030
1771, 0, 1, 7, 1, 0.998132, 3948, 2.22925, 8.5e-05, 1375969
1772, 32772, 3, 3, 1, 0.998131, 3951, 2.22968, 8.1e-05, 1376530
1773, 33828, 3, 6, 1, 0.99813, 3954, 2.23012, 9.5e-05, 1377454
1774, 0, 0, 7, 1, 0.998129, 3954, 2.22886, 8.5e-05, 1378265
1775, 2052, 3, 8, 1, 0.998128, 3957, 2.2293, 8.4e-05, 1378736
1776, 2181, 3, 1, 1, 0.998127, 3960, 2.22973, 8.8e-05, 1379198
1777, 18597, 3, 1, 1, 0.998126, 3963, 2.23016, 0.000103, 1380200
1778, 0, 0, 7, 1, 0.998125, 3963, 2.22891, 9.4e-05, 1380882
1779, 132, 3, 1, 1, 0.998124, 3966, 2.22934, 7.8e-05, 1381281
1780, 17028, 3, 5, 1, 0.998123, 3969, 2.22978, 8e-05, 1381586
1781, 0, 0, 8, 1, 0.998122, 3969, 2.22852, 7.9e-05, 1381943
1782, 2049, 3, 6, 1, 0.998121, 3972, 2.22896, 9.2e-05, 1382190
1783, 10257, 3, 4, 1, 0.99812, 3975, 2.22939, 7.5e-05, 1382487
1784, 141585, 3, 5, 1, 0.998119, 3978, 2.22982, 9.8e-05, 1383446
1785, 0, 1, 8, 1, 0.998118, 3979, 2.22913, 8.9e-05, 1384290
1786, 131073, 3, 8, 1, 0.998117, 3982, 2.22956, 8.4e-05, 1384868
1787, 0, 0, 1, 1, 0.998116, 3982, 2.22832, 8.1e-05, 1385021
1788, 16896, 3, 4, 1, 0.998115, 3985, 2.22875, 8.4e-05, 1385376
1789, 0, 0, 6, 1, 0.998114, 3985, 2.2275, 7.2e-05, 1385391
1790, 2064, 3, 1, 1, 0.998113, 3988, 2.22793, 8.2e-05, 1385749
1791, 18960, 3, 0, 1, 0.998112, 3991, 2.22836, 9.9e-05, 1386710
1792, 0, 1, 6, 1, 0.998111, 3992, 2.22768, 8.2e-05, 1387569
1793, 131088, 3, 0, 1, 0.99811, 3995, 2.22811, 8.7e-05, 1388139
1794, 0, 0, 4, 1, 0.998109, 3995, 2.22687, 9.1e-05, 1388894
1795, 131328, 3, 7, 1, 0.998108, 3998, 2.2273, 8.1e-05, 1389315
1796, 133380, 3, 7, 1, 0.998107, 4001, 2.22773, 8.4e-05, 1390308
1797, 0, 0, 8, 1, 0.998106, 4001, 2.22649, 8.7e-05, 1391169
1798, 129, 3, 4, 1, 0.998105, 4004, 2.22692, 8.4e-05, 1391623
1799, 8577, 3, 0, 1, 0.998104, 4007, 2.22735, 0.000105, 1392486
1800, 0, 5, 7, 1, 0.998103, 4012, 2.22889, 9.4e-05, 1393340
1801, 2052, 3, 7, 1, 0.998102, 4015, 2.22932, 7.8e-05, 1393952
1802, 0, 0, 3, 1, 0.998101, 4015, 2.22808, 9.3e-05, 1394803
1803, 132096, 3, 2, 1, 0.9981, 4018, 2.22851, 9.7e-05, 1395201
1804, 136704, 3, 7, 1, 0.998099, 4021, 2.22894, 9.9e-05, 1395603
1805, 169476, 3, 0, 1, 0.998098, 4024, 2.22936, 8.5e-05, 1396614
1806, 0, 0, 1, 1, 0.998097, 4024, 2.22813, 8.1e-05, 1397363
1807, 16386, 3, 2, 1, 0.998096, 4027, 2.22856, 8.4e-05, 1397846
1808, 20610, 3, 2, 1, 0.998095, 4030, 2.22898, 0.000108, 1398827
1809, 0, 0, 5, 1, 0.998094, 4030, 2.22775, 8.5e-05, 1399660
1810, 32832, 3, 0, 1, 0.998093, 4033, 2.22818, 0.0001, 1400133
1811, 98370, 3, 7, 1, 0.998092, 4036, 2.2286, 9.2e-05, 1400854
1812, 98406, 3, 8, 1, 0.998091, 4039, 2.22903, 9e-05, 1401827
1813, 0, 0, 6, 1, 0.99809, 4039, 2.2278, 8.8e-05, 1402616
1814, 131088, 3, 2, 1, 0.998089, 4042, 2.22822, 8.9e-05, 1403120
1815, 135696, 3, 8, 1, 0.998088, 4045, 2.22865, 8.3e-05, 1404113
1816, 168465, 3, 4, 1, 0.998087, 4048, 2.22907, 9.6e-05, 1405083
1817, 0, 0, 5, 1, 0.998086, 4048, 2.22785, 7.5e-05, 1405971
1818, 32832, 3, 5, 1, 0.998085, 4051, 2.22827, 8.5e-05, 1406497
1819, 0, 0, 6, 1, 0.998084, 4051, 2.22705, 8.7e-05, 1406575
1820, 18, 3, 8, 1, 0.998083, 4054, 2.22747, 8e-05, 1406575
1821, 0, 0, 4, 1, 0.998082, 4054, 2.22625, 7.2e-05, 1406666
1822, 131328, 3, 4, 1, 0.998081, 4057, 2.22667, 7.9e-05, 1406982
1823, 0, 0, 5, 1, 0.99808, 4057, 2.22545, 8.7e-05, 1407687
1824, 32832, 3, 2, 1, 0.998079, 4060, 2.22588, 6.8e-05, 1408170
1825, 168000, 3, 0, 1, 0.998078, 4063, 2.2263, 9.2e-05, 1409132
1826, 0, 0, 2, 1, 0.998077, 4063, 2.22508, 7.9e-05, 1409945
1827, 4098, 3, 6, 1, 0.998076, 4066, 2.22551, 8.9e-05, 1410435
1828, 4122, 3, 8, 1, 0.998075, 4069, 2.22593, 8.2e-05, 1410513
1829, 0, 0, 3, 1, 0.998074, 4069, 2.22471, 9e-05, 1411275
1830, 9216, 3, 6, 1, 0.998073, 4072, 2.22514, 8.1e-05, 1411821
1831, 9360, 3, 0, 1, 0.998072, 4075, 2.22556, 8.3e-05, 1412814
1832, 0, 5, 4, 1, 0.998071, 4080, 2.22707, 8.7e-05, 1413641
1833, 2304, 3, 0, 1, 0.99807, 4083, 2.2275, 7.6e-05, 1414228
1834, 67968, 3, 2, 1, 0.998069, 4086, 2.22792, 9.1e-05, 1415118
1835, 72066, 3, 3, 1, 0.998068, 4089, 2.22834, 9e-05, 1416094
1836, 0, 0, 5, 1, 0.998067, 4089, 2.22712, 8e-05, 1416967
1837, 66, 3, 2, 1, 0.998066, 4092, 2.22754, 8.4e-05, 1417471
1838, 4194, 3, 6, 1, 0.998065, 4095, 2.22797, 8.1e-05, 1418416
1839, 0, 0, 7, 1, 0.998064, 4095, 2.22675, 9.2e-05, 1419227
1840, 6, 3, 3, 1, 0.998063, 4098, 2.22717, 8.2e-05, 1419521
1841, 132102, 3, 8, 1, 0.998062, 4101, 2.22759, 8.1e-05, 1420410
1842, 0, 0, 5, 1, 0.998061, 4101, 2.22638, 8.2e-05, 1421145
1843, 131136, 3, 3, 1, 0.99806, 4104, 2.2268, 8.7e-05, 1421670
1844, 140352, 3, 7, 1, 0.998059, 4107, 2.22722, 9.5e-05, 1422331
1845, 140868, 3, 1, 1, 0.998058, 4110, 2.22764, 9e-05, 1423333
1846, 0, 1, 5, 1, 0.998057, 4111, 2.22698, 9e-05, 1424220
1847, 96, 3, 1, 1, 0.998056, 4114, 2.2274, 8.1e-05, 1424837
1848, 18528, 3, 5, 1, 0.998055, 4117, 2.22781, 8e-05, 1425320
1849, 0, 0, 8, 1, 0.998054, 4117, 2.22661, 9.5e-05, 1426139
1850, 32769, 3, 3, 1, 0.998053, 4120, 2.22703, 7.3e-05, 1426575
1851, 34305, 3, 0, 1, 0.998052, 4123, 2.22744, 9.4e-05, 1427528
